website_id,detection_date,country,region,industry,organization_size,target_type,url_length,url_depth,num_dots,num_hyphens,num_underscores,num_slashes,num_digits_in_url,num_special_characters,num_subdomains,has_ip_address,has_url_shortener,has_at_symbol,has_double_slash,has_hexadecimal_encoding,url_entropy_score,domain_age_days,domain_registration_length,days_to_domain_expiry,domain_name_length,registrar_reputation_score,domain_reputation_score,domain_name_suspicion_score,has_whois_record,domain_previously_reported,has_https,ssl_certificate_valid,ssl_certificate_age_days,ssl_expiry_days,certificate_trust_score,has_security_headers,security_header_score,has_dns_record,dns_reputation_score,uses_valid_dns,has_hsts,has_content_security_policy,has_login_form,has_password_field,has_payment_form,has_popup,has_iframe,num_external_links,num_internal_links,num_redirects,redirect_risk_score,has_downloadable_file,has_auto_download,has_obfuscated_script,javascript_risk_score,has_suspicious_javascript,has_spelling_errors,content_similarity_to_brand,fake_brand_impersonation,suspicious_word_count,has_suspicious_words,urgency_language_score,threat_language_score,reward_language_score,social_engineering_score,login_request_score,payment_request_score,attack_type,attack_channel,target_population,attack_severity,risk_score,risk_level,detection_status,reported_by,number_of_reports,previous_attack_history,phishing_probability,result
WEB-000410,2025-06-14,United Kingdom,Europe,Retail,Medium,Individual,72,0,4,4,0,1,6,0,2,0,1,0,0,0,4.11,3086,1729,411,11,6.41,88.0,3.38,1,0,1,1,587.0,391,8.23,1.0,5.42,1,77.0,1,1,1,0,1,0,0,0,0.0,22,3,0.95,0,0,0,0.0,0,0,16.0,0,2,0,0.19,1.55,2.67,0.14,1.72,0.0,Not Applicable,Not Applicable,Not Applicable,None,15,Low,False Positive,Automated System,2,0,0.22,Legitimate
WEB-000411,2025-06-15,China,Asia,E-commerce,Medium,Individual,63,3,2,4,1,4,1,1,1,1,0,1,1,1,4.57,351,312,1,27,4.24,11.0,8.04,0,0,0,1,0.0,193,0.55,0.0,1.73,0,15.0,0,0,0,0,1,0,1,0,5.0,0,4,9.6,1,0,0,5.49,1,1,,0,9,1,9.88,7.2,3.83,6.98,6.93,3.51,Voice Phishing,QR Code,Executives,Medium,95,Critical,Resolved,Automated System,7,0,0.602,Phishing
WEB-000412,2023-08-16,United States,North America,Banking,Large,Individual,119,4,5,2,0,2,4,9,2,0,0,0,0,0,6.76,780,82,1,26,3.23,31.0,7.78,0,1,1,0,0.0,0,2.87,0.0,3.36,1,36.0,0,0,0,1,1,1,1,0,0.0,0,2,6.19,0,0,0,9.09,0,0,50.0,1,5,1,9.68,3.51,3.82,7.71,8.1,4.02,Whaling,Malicious Ad,General Public,Low,65,High,Confirmed,Automated System,5,0,0.893,Phishing
WEB-000413,2026-02-14,Italy,Europe,Manufacturing,Small,Government,100,4,2,4,1,8,6,0,2,1,0,0,0,0,4.91,396,30,1,22,5.54,28.0,5.5,0,0,0,0,88.0,349,3.94,0.0,5.08,1,14.0,0,0,0,0,0,0,1,1,0.0,3,3,7.69,0,0,0,7.22,1,0,89.0,1,4,0,7.16,5.54,8.93,9.05,6.46,2.6,Clone Phishing,Email,Executives,High,72,High,Under Investigation,User Report,5,1,0.837,Phishing
WEB-000414,2025-10-28,Nigeria,Africa,Government,Small,Individual,82,1,3,1,0,3,1,8,2,0,0,0,0,0,,2266,1374,248,14,5.41,76.0,,1,0,1,1,362.0,209,7.33,1.0,6.79,1,80.0,1,1,0,0,0,0,0,1,14.0,18,0,3.63,0,0,0,1.74,0,0,20.0,0,0,0,0.0,2.0,1.4,2.13,2.09,2.62,Not Applicable,Not Applicable,Not Applicable,None,13,Low,False Positive,User Report,0,0,0.031,Legitimate
WEB-000415,2023-12-28,South Africa,Africa,Manufacturing,Enterprise,Individual,74,7,4,4,0,6,2,6,4,0,0,1,1,0,5.93,212,50,1,27,3.77,3.0,6.45,1,0,0,0,0.0,145,2.69,0.0,3.12,1,23.0,1,0,1,1,0,0,1,0,0.0,6,2,6.84,1,1,1,7.21,0,1,85.0,0,1,1,9.38,3.4,2.68,9.02,5.69,4.69,Credential Harvesting,Malicious Ad,Executives,High,85,Critical,Confirmed,Automated System,1,0,0.853,Phishing
WEB-000416,2026-01-03,United Kingdom,Europe,Social Media,Enterprise,Individual,96,5,4,1,1,5,4,7,3,1,0,0,0,0,4.58,796,56,1,23,3.1,33.0,5.17,0,0,0,0,3.0,20,5.65,0.0,0.0,1,57.0,1,0,0,1,1,0,0,0,0.0,14,3,7.65,1,0,0,5.94,1,1,99.0,0,5,0,9.85,7.39,8.33,8.49,5.49,5.41,Voice Phishing,SMS,Customers,Low,62,High,Under Investigation,Security Team,7,0,0.702,Phishing
WEB-000417,2024-08-19,South Korea,Asia,Logistics,Medium,Employee,53,1,3,0,0,5,1,2,0,0,0,0,0,0,3.05,1947,1294,665,15,9.05,76.0,2.59,1,0,1,1,609.0,432,7.8,1.0,8.46,1,75.0,1,1,0,0,0,0,0,0,15.0,17,0,0.71,0,0,0,3.27,0,0,22.0,0,0,0,1.89,0.61,1.65,0.0,3.0,0.77,Not Applicable,Not Applicable,Not Applicable,None,13,Low,Under Investigation,Automated System,2,0,0.153,Legitimate
WEB-000418,2026-03-21,France,Europe,Technology,Small,Business,79,4,4,1,1,4,3,0,1,1,1,1,1,0,5.11,0,204,1,23,1.16,19.0,8.79,1,0,0,0,55.0,0,3.32,0.0,2.67,0,,1,0,0,0,1,0,0,1,11.0,0,1,8.42,0,1,0,5.63,0,1,63.0,0,10,0,7.18,4.41,5.31,6.21,5.33,10.0,SMS Phishing,Website,Students,Low,75,High,Under Investigation,Automated System,13,0,0.707,Phishing
WEB-000419,2026-07-24,India,Asia,E-commerce,Enterprise,Individual,67,4,9,3,0,6,11,8,3,0,0,0,0,0,3.95,0,30,26,31,2.68,17.0,5.02,1,1,0,0,0.0,333,2.75,0.0,2.95,0,34.0,0,0,0,1,1,0,1,0,6.0,1,6,9.11,1,0,0,3.44,0,0,65.0,0,7,1,10.0,6.19,3.71,8.5,7.68,2.52,Business Email Compromise,Website,Students,Critical,63,High,Under Investigation,Automated System,4,0,0.755,Phishing
WEB-000420,2026-07-14,India,Asia,Cryptocurrency,Enterprise,Business,77,4,3,4,2,5,0,6,3,1,0,0,0,0,5.44,0,361,52,24,4.44,32.0,7.68,1,0,0,0,191.0,0,1.33,0.0,0.7,1,33.0,1,0,0,1,0,0,0,0,16.0,9,3,7.68,1,0,0,5.79,0,0,65.0,1,9,0,7.37,3.91,5.31,7.36,7.16,5.02,Invoice Fraud,Website,Students,Critical,78,High,Confirmed,User Report,0,0,0.695,Phishing
WEB-000421,2025-12-26,United States,North America,Technology,Medium,Customer,109,3,5,5,1,8,7,5,3,1,0,1,0,1,6.9,0,435,47,19,4.94,25.0,7.52,1,1,1,0,0.0,0,2.92,0.0,1.49,1,35.0,1,0,0,1,1,0,1,1,2.0,4,2,6.22,1,0,0,4.36,0,1,70.0,1,7,1,7.96,4.85,5.92,8.42,10.0,4.66,Business Email Compromise,QR Code,General Public,High,77,High,Resolved,Security Team,1,0,0.925,Phishing
WEB-000422,2023-12-29,United States,North America,Manufacturing,Small,Business,43,3,5,6,3,6,0,9,4,0,1,1,0,0,5.99,0,269,13,24,4.3,0.0,7.84,1,0,0,1,0.0,393,2.5,0.0,1.18,1,45.0,1,0,1,1,1,0,1,1,1.0,0,2,4.08,0,0,1,7.63,1,1,64.0,0,6,1,5.48,4.79,3.36,8.57,7.23,4.22,Credential Harvesting,QR Code,Customers,Medium,82,Critical,Confirmed,Law Enforcement,4,0,0.815,Phishing
WEB-000423,2025-10-08,Germany,Europe,Telecommunications,Medium,Customer,25,2,3,0,0,4,5,7,1,0,0,0,0,0,3.36,1571,1921,399,14,7.33,100.0,1.98,1,0,1,0,347.0,477,8.27,1.0,7.89,1,67.0,1,1,0,0,1,0,0,0,24.0,10,0,0.0,0,0,0,2.26,0,0,0.0,0,0,1,0.49,2.62,2.24,1.65,2.86,3.05,Not Applicable,Not Applicable,Not Applicable,None,29,Low,False Positive,User Report,0,0,0.156,Legitimate
WEB-000424,2024-12-16,Spain,Europe,Energy,Medium,Individual,47,2,2,0,0,2,0,3,1,0,0,0,0,0,4.01,2765,1248,351,8,6.95,93.0,3.51,1,0,0,1,713.0,131,8.74,0.0,8.13,1,97.0,1,1,1,0,0,0,0,0,10.0,27,3,3.63,0,0,0,3.43,0,0,19.0,0,3,1,5.34,2.08,0.0,1.76,4.07,3.21,Not Applicable,Not Applicable,Not Applicable,None,11,Low,False Positive,,7,0,0.244,Legitimate
WEB-000425,2023-09-04,Germany,Europe,Manufacturing,Large,Individual,85,3,4,3,0,5,0,7,6,1,0,0,0,0,4.96,0,471,403,26,3.44,34.0,7.42,1,0,0,0,0.0,166,4.08,0.0,3.09,1,27.0,1,0,0,1,0,0,0,0,0.0,7,3,9.2,0,0,1,5.68,1,1,78.0,1,8,1,8.01,4.62,4.8,7.59,6.33,4.25,Whaling,Email,Students,High,96,Critical,Resolved,Automated System,7,0,0.936,Phishing
WEB-000426,2025-03-26,France,Europe,Technology,Medium,Employee,58,5,5,2,2,8,0,5,3,1,0,1,0,0,6.59,228,30,323,30,4.67,11.0,8.39,1,0,0,1,0.0,0,3.06,0.0,2.36,0,22.0,1,0,0,1,1,1,0,1,0.0,16,4,5.83,0,1,0,5.11,1,1,76.0,1,6,1,5.32,4.5,8.74,9.44,7.84,3.89,Malware Delivery,Phone Call,General Public,Critical,87,Critical,Resolved,Third-party Vendor,3,0,0.854,Phishing
WEB-000427,2024-04-30,India,Asia,Logistics,Enterprise,Business,55,2,1,1,2,3,0,1,1,0,0,0,0,0,2.77,1543,1301,378,24,10.0,79.0,2.12,1,0,0,1,440.0,402,5.55,1.0,7.3,1,98.0,1,1,1,1,1,0,0,0,13.0,42,0,1.94,0,0,0,1.96,0,0,6.0,0,3,0,0.74,3.38,1.82,2.65,1.36,0.4,Not Applicable,Not Applicable,Not Applicable,None,23,Low,False Positive,User Report,1,0,0.011,Legitimate
WEB-000428,2024-06-17,Mexico,North America,E-commerce,Enterprise,Individual,57,4,4,5,1,3,7,5,4,1,0,0,0,0,4.32,60,30,220,31,1.43,16.0,8.29,1,0,0,1,0.0,316,1.8,0.0,0.3,0,11.0,1,0,0,0,1,1,1,1,14.0,6,6,8.07,1,0,0,9.38,0,0,69.0,1,5,0,6.01,9.51,7.36,5.91,5.91,9.98,Credential Harvesting,Email,Vendors,High,90,Critical,Confirmed,Automated System,6,0,0.832,Phishing
WEB-000429,2025-10-31,Mexico,North America,Telecommunications,Medium,Customer,69,6,3,3,2,6,7,5,4,0,0,0,0,0,,0,437,342,20,2.13,,7.78,0,0,0,0,33.0,174,1.7,0.0,1.52,1,0.0,0,0,0,1,1,0,1,1,15.0,7,2,5.78,0,0,0,4.53,1,1,79.0,1,9,1,6.75,8.54,6.76,8.09,8.67,3.0,Business Email Compromise,Email,General Public,High,77,High,Confirmed,Automated System,5,0,0.79,Phishing
WEB-000430,2024-09-20,Brazil,South America,Telecommunications,Large,Individual,120,6,4,1,1,6,9,3,2,1,0,0,1,0,7.15,0,30,140,25,2.2,47.0,8.18,1,1,0,0,18.0,0,5.34,0.0,3.69,1,24.0,0,0,0,1,0,1,1,0,8.0,5,5,5.62,0,1,0,8.7,0,1,59.0,1,13,1,7.61,10.0,5.4,6.81,7.2,5.68,Whaling,Phone Call,Employees,High,80,Critical,Confirmed,Automated System,5,0,0.907,Phishing
WEB-000431,2024-05-06,Italy,Europe,E-commerce,Small,Customer,83,4,6,0,0,7,4,4,4,1,0,0,0,0,4.54,403,208,395,14,1.34,50.0,8.07,1,1,1,0,116.0,0,4.61,0.0,1.29,0,31.0,1,0,0,1,0,0,1,0,14.0,17,5,8.57,0,0,0,4.81,0,1,94.0,0,12,1,4.57,4.99,6.7,9.21,6.14,8.1,Invoice Fraud,SMS,Employees,High,100,Critical,Under Investigation,Automated System,6,0,0.844,Phishing
WEB-000432,2024-05-26,Japan,Asia,Banking,Medium,Individual,60,3,2,1,0,4,0,3,2,0,0,0,0,0,,2413,1938,528,23,10.0,97.0,1.39,1,0,1,1,301.0,295,9.72,1.0,7.37,1,96.0,1,1,1,1,0,0,0,0,16.0,16,1,3.85,0,0,1,2.99,0,0,8.0,0,1,0,1.84,2.46,3.23,0.79,2.23,1.67,Not Applicable,Not Applicable,Not Applicable,None,17,Low,Resolved,Security Team,4,0,0.096,Legitimate
WEB-000433,2023-08-03,Saudi Arabia,Middle East,E-commerce,Enterprise,Business,79,4,4,2,1,5,3,2,1,0,0,0,0,1,6.99,0,30,1,10,4.48,24.0,10.0,1,0,0,0,0.0,0,0.89,0.0,2.29,1,24.0,1,0,0,1,1,0,0,0,2.0,1,4,6.13,1,0,0,5.59,0,1,33.0,1,9,0,5.39,7.96,8.98,6.0,7.9,4.71,Malware Delivery,Malicious Ad,Executives,Medium,84,Critical,Confirmed,Third-party Vendor,10,0,0.713,Phishing
WEB-000434,2023-11-28,Netherlands,Europe,Government,Medium,Individual,98,4,5,2,1,4,0,7,2,0,0,0,1,0,7.37,531,383,1,15,1.03,19.0,7.94,0,0,1,0,,119,3.77,0.0,0.0,1,21.0,1,0,0,0,0,0,0,0,0.0,7,5,8.55,1,1,1,6.05,1,0,74.0,1,11,1,8.63,8.09,8.41,5.79,7.89,1.11,Clone Phishing,Phone Call,Students,Low,55,High,Under Investigation,Third-party Vendor,6,0,0.99,Phishing
WEB-000435,2023-08-17,South Korea,Asia,Government,Medium,Individual,67,2,3,2,0,3,2,1,2,0,0,0,0,0,4.27,2275,1750,158,11,7.99,100.0,5.48,1,0,1,1,484.0,350,8.16,1.0,7.1,1,100.0,1,0,1,0,1,1,0,0,13.0,27,4,2.76,0,0,0,4.28,0,0,33.0,0,0,1,1.84,1.91,0.0,2.7,3.1,0.0,Not Applicable,Not Applicable,Not Applicable,None,29,Low,Under Investigation,Automated System,1,0,0.086,Legitimate
WEB-000436,2024-07-26,United States,North America,Logistics,Large,Business,54,2,2,1,0,6,4,1,1,0,0,0,0,0,4.0,2443,542,379,17,9.01,100.0,1.06,1,0,1,1,485.0,183,8.31,0.0,4.92,1,81.0,1,0,1,0,0,0,0,0,16.0,12,0,1.31,0,0,0,4.31,0,0,0.0,0,4,0,1.77,0.0,0.46,3.49,2.99,0.0,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,Security Team,0,0,0.271,Legitimate
WEB-000437,2023-09-14,France,Europe,Technology,Enterprise,Business,55,3,5,1,3,3,3,0,0,0,0,0,0,0,3.68,2648,1598,294,14,7.08,74.0,3.18,1,0,1,1,533.0,231,10.0,0.0,8.98,0,75.0,1,1,0,0,1,0,0,1,6.0,13,1,5.82,0,0,0,4.15,0,0,20.0,0,2,0,1.52,1.57,1.98,0.46,2.93,4.43,Not Applicable,Not Applicable,Not Applicable,None,8,Low,False Positive,Security Team,2,0,0.169,Legitimate
WEB-000438,2025-03-26,United Kingdom,Europe,Technology,Large,Individual,127,3,4,0,1,10,5,2,1,1,0,0,0,0,4.08,0,477,5,20,1.27,7.0,7.28,1,0,1,0,0.0,0,3.61,0.0,4.74,1,31.0,0,0,0,1,0,0,0,0,9.0,5,3,6.65,0,0,0,7.47,0,0,60.0,1,10,0,6.71,6.42,5.39,7.82,6.59,5.05,Business Email Compromise,Malicious Ad,Customers,Medium,65,High,Confirmed,Third-party Vendor,6,0,0.821,Phishing
WEB-000439,2025-10-24,United Kingdom,Europe,Manufacturing,Small,Employee,67,1,0,3,0,7,9,5,1,0,0,0,0,0,2.17,2219,1366,468,25,4.92,87.0,0.51,1,1,1,1,555.0,567,9.51,1.0,5.41,1,100.0,1,0,0,0,0,0,0,0,0.0,31,0,2.31,0,0,0,2.66,0,0,21.0,0,1,0,2.22,1.51,1.47,1.09,3.37,1.6,Not Applicable,Not Applicable,Not Applicable,None,40,Medium,False Positive,Automated System,0,1,0.01,Legitimate
WEB-000440,2024-03-06,Australia,Oceania,Retail,Small,Customer,26,2,2,0,0,0,4,0,3,0,0,0,0,0,,2559,1052,553,22,9.21,100.0,2.82,1,0,1,1,603.0,409,6.27,1.0,8.23,1,64.0,1,1,1,1,0,0,0,0,2.0,34,0,2.37,0,0,0,0.8,0,0,36.0,0,4,0,2.55,2.02,0.0,2.9,0.0,0.82,Not Applicable,Not Applicable,Not Applicable,None,19,Low,Resolved,User Report,0,1,0.01,Legitimate
WEB-000441,2025-02-27,United States,North America,Technology,Enterprise,Business,82,3,4,1,1,8,5,4,3,1,0,0,0,0,6.97,0,179,64,19,5.41,29.0,7.87,1,0,0,0,107.0,113,2.2,0.0,2.96,1,55.0,1,0,0,0,1,0,0,0,16.0,0,4,7.72,0,0,0,6.51,0,0,76.0,0,8,1,10.0,7.78,1.03,7.19,9.75,0.0,Clone Phishing,SMS,General Public,High,91,Critical,Confirmed,Security Team,5,0,0.817,Phishing
WEB-000442,2024-12-07,South Korea,Asia,Retail,Medium,Business,57,4,5,5,1,8,9,10,5,0,0,1,0,0,5.18,282,557,1,27,4.25,41.0,7.76,0,0,0,0,123.0,274,4.07,0.0,2.36,0,13.0,0,0,0,0,1,1,1,0,0.0,0,2,8.09,0,0,1,6.1,1,0,48.0,1,8,0,6.7,4.34,1.55,7.75,9.16,6.33,SMS Phishing,SMS,Employees,Low,81,Critical,Resolved,User Report,4,1,0.703,Phishing
WEB-000443,2026-01-01,France,Europe,Retail,Small,Customer,43,5,2,0,0,0,0,4,1,0,0,0,0,0,3.79,1903,1644,782,13,7.55,52.0,3.01,1,0,1,1,580.0,308,9.67,1.0,6.17,0,62.0,1,1,0,0,1,0,0,0,1.0,38,0,2.29,0,0,0,2.28,0,0,15.0,0,3,0,0.0,2.08,1.44,0.85,2.59,4.48,Not Applicable,Not Applicable,Not Applicable,None,38,Medium,Resolved,Automated System,1,0,0.129,Legitimate
WEB-000444,2025-10-15,United Kingdom,Europe,Healthcare,Enterprise,Individual,84,4,3,2,2,6,9,2,2,0,1,0,0,1,3.63,0,539,252,30,3.05,5.0,9.78,0,1,0,1,60.0,0,1.69,0.0,2.08,1,33.0,1,0,0,1,1,1,0,0,11.0,0,3,8.46,0,0,0,9.03,0,1,81.0,1,6,1,6.37,3.17,5.19,7.0,4.65,4.93,Credential Harvesting,Phone Call,Vendors,Medium,66,High,Confirmed,Automated System,3,0,0.778,Phishing
WEB-000445,2024-07-13,United States,North America,Insurance,Small,Customer,51,2,3,0,0,5,6,0,0,0,0,0,0,0,1.01,2144,1654,382,6,7.78,76.0,3.35,1,0,1,1,591.0,344,7.53,1.0,8.98,1,100.0,1,0,0,1,0,1,0,0,12.0,14,1,1.9,0,0,0,2.79,0,0,10.0,0,1,0,0.0,1.4,0.98,1.09,3.23,4.01,Not Applicable,Not Applicable,Not Applicable,None,11,Low,False Positive,User Report,4,0,0.457,Legitimate
WEB-000446,2024-01-12,South Korea,Asia,Logistics,Medium,Customer,71,1,2,3,0,1,9,3,1,0,0,0,0,0,3.73,2424,1873,461,9,9.2,62.0,3.31,1,0,1,1,562.0,327,9.95,1.0,5.34,1,100.0,1,1,1,0,1,0,0,0,23.0,27,2,3.0,1,0,0,2.23,0,0,0.0,0,0,0,2.78,2.1,0.0,1.33,2.2,4.84,Not Applicable,Not Applicable,Not Applicable,None,6,Low,False Positive,Law Enforcement,0,0,0.205,Legitimate
WEB-000447,2025-04-17,Nigeria,Africa,Logistics,Small,Individual,30,4,1,0,2,1,1,0,1,0,0,0,0,0,5.29,3139,1156,746,17,8.96,79.0,3.88,0,0,1,0,351.0,226,7.55,0.0,5.39,1,83.0,1,1,1,1,0,0,0,0,6.0,14,0,0.12,0,0,0,2.46,0,0,14.0,0,3,0,0.24,1.25,0.0,0.0,2.37,3.35,Not Applicable,Not Applicable,Not Applicable,None,23,Low,Under Investigation,User Report,3,0,0.01,Legitimate
WEB-000448,2025-01-19,Italy,Europe,E-commerce,Small,Individual,94,3,4,2,1,11,4,6,3,0,0,1,0,0,3.85,124,30,98,23,2.84,16.0,10.0,0,1,0,1,0.0,22,1.13,0.0,2.39,1,46.0,0,0,0,1,0,0,0,0,8.0,0,2,8.56,1,0,0,8.78,1,1,98.0,1,8,1,9.45,8.74,4.98,8.95,6.59,7.47,Voice Phishing,Phone Call,General Public,Medium,53,Medium,Confirmed,Third-party Vendor,1,1,0.663,Phishing
WEB-000449,2025-03-18,Japan,Asia,Healthcare,Small,Customer,99,3,2,3,1,7,10,5,4,0,0,1,0,0,5.72,0,571,1,23,3.95,20.0,7.2,0,0,0,0,135.0,192,2.33,0.0,1.26,1,48.0,1,0,0,1,0,0,1,0,4.0,21,6,4.91,1,0,1,6.05,0,0,76.0,1,10,1,9.03,8.38,6.78,7.11,7.94,7.78,Malware Delivery,QR Code,Vendors,Critical,65,High,Confirmed,User Report,4,0,0.749,Phishing
WEB-000450,2024-12-16,Nigeria,Africa,Cryptocurrency,Small,Employee,50,2,1,0,0,0,3,0,1,0,0,0,0,0,3.17,2441,1548,530,21,6.83,47.0,0.68,1,0,1,1,633.0,228,6.76,0.0,7.88,1,100.0,1,1,0,1,0,1,0,0,5.0,13,0,0.95,1,0,0,2.08,1,0,9.0,0,0,0,0.0,0.8,1.03,1.14,2.77,2.07,Not Applicable,Not Applicable,Not Applicable,None,20,Low,False Positive,Security Team,0,0,0.204,Legitimate
WEB-000451,2025-02-04,Italy,Europe,E-commerce,Medium,Employee,52,4,2,3,0,6,5,0,2,0,0,0,0,0,2.13,2909,903,457,15,4.4,83.0,5.92,1,0,1,1,,265,7.16,0.0,5.62,1,48.0,1,1,0,0,1,0,0,0,13.0,34,0,2.39,0,0,0,0.0,0,0,0.0,0,0,0,3.48,0.61,1.18,0.93,4.1,0.74,Not Applicable,Not Applicable,Not Applicable,None,38,Medium,Under Investigation,Third-party Vendor,0,0,0.133,Legitimate
WEB-000452,2026-04-25,Spain,Europe,Healthcare,Small,Customer,47,2,2,3,0,2,2,4,2,0,0,0,0,0,3.99,2695,1851,121,18,7.67,79.0,0.0,1,0,1,1,725.0,381,6.39,0.0,4.5,1,81.0,1,1,1,0,0,0,0,0,20.0,33,2,0.0,0,0,0,0.81,0,0,7.0,1,4,0,1.89,0.16,2.54,0.0,2.87,0.0,Not Applicable,Not Applicable,Not Applicable,None,52,Medium,Resolved,Automated System,0,0,0.173,Legitimate
WEB-000453,2024-09-15,Mexico,North America,Insurance,Large,Customer,8,3,1,1,1,1,6,1,0,0,0,0,0,0,2.89,3851,1093,402,13,6.16,81.0,1.06,1,0,1,1,449.0,198,8.58,1.0,7.56,1,66.0,1,1,1,1,0,0,0,0,0.0,18,1,0.31,0,0,0,1.71,0,0,0.0,0,0,0,3.49,0.02,0.0,0.12,2.37,4.95,Not Applicable,Not Applicable,Not Applicable,None,23,Low,False Positive,User Report,0,0,0.046,Legitimate
WEB-000454,2026-07-11,Brazil,South America,Banking,Large,Customer,48,4,3,0,0,4,1,1,2,0,0,0,0,0,3.3,1956,1413,220,13,8.62,65.0,0.0,1,0,1,1,431.0,105,10.0,1.0,5.37,1,97.0,1,1,0,0,0,0,0,0,8.0,13,0,0.32,0,0,0,0.56,0,0,11.0,0,0,0,1.52,0.84,0.81,3.61,0.75,0.0,Not Applicable,Not Applicable,Not Applicable,None,18,Low,False Positive,Automated System,3,0,0.146,Legitimate
WEB-000455,2024-01-25,United Arab Emirates,Middle East,Retail,Small,Customer,60,4,3,3,3,1,6,6,3,0,1,1,0,0,5.87,372,247,155,23,2.8,19.0,7.65,1,0,0,0,0.0,248,3.49,0.0,2.61,1,43.0,0,0,0,1,1,1,0,0,0.0,1,4,8.4,0,0,0,6.21,1,1,86.0,0,11,1,8.52,5.6,3.89,10.0,9.2,9.14,SMS Phishing,Phone Call,Executives,High,84,Critical,Resolved,User Report,6,0,0.771,Phishing
WEB-000456,2025-12-09,United States,North America,Banking,Small,Government,8,5,2,0,0,4,1,0,3,0,0,0,0,0,4.26,2730,1941,800,14,9.06,87.0,3.53,1,0,1,1,530.0,301,7.05,1.0,5.83,1,80.0,1,1,1,0,1,1,0,0,13.0,29,0,1.17,0,0,0,1.15,0,0,5.0,0,0,0,2.06,0.0,2.14,2.14,0.77,2.48,Not Applicable,Not Applicable,Not Applicable,None,0,Low,False Positive,Automated System,0,0,0.199,Legitimate
WEB-000457,2025-03-24,Argentina,South America,Media,Small,Employee,60,0,0,4,0,4,8,3,1,0,0,0,0,0,4.74,2287,1147,671,4,7.07,67.0,3.52,1,0,1,1,415.0,476,7.9,0.0,7.07,1,82.0,1,1,1,1,1,0,0,0,22.0,30,2,1.5,0,0,0,2.29,0,0,5.0,0,0,0,0.19,0.23,0.8,1.02,4.48,1.36,Not Applicable,Not Applicable,Not Applicable,None,42,Medium,False Positive,Automated System,1,0,0.034,Legitimate
WEB-000458,2023-10-20,Italy,Europe,Government,Small,Customer,43,2,0,2,0,3,0,1,0,0,0,0,0,0,2.24,2814,1583,682,10,5.28,92.0,3.73,1,0,1,1,527.0,183,7.3,,6.16,1,93.0,1,1,1,1,0,0,1,0,17.0,36,0,2.76,0,0,0,1.81,0,0,9.0,0,2,0,1.09,0.0,4.18,1.63,0.35,4.71,Not Applicable,Not Applicable,Not Applicable,None,15,Low,False Positive,User Report,0,0,0.01,Legitimate
WEB-000459,2023-11-11,India,Asia,Manufacturing,Small,Individual,79,4,4,3,1,2,7,10,4,1,0,1,0,0,4.25,0,81,128,20,3.02,,6.75,0,0,1,0,0.0,89,2.57,0.0,2.29,1,23.0,0,0,0,0,1,1,0,1,3.0,9,2,5.25,0,0,1,6.28,1,1,100.0,0,12,1,8.58,2.3,3.56,6.73,5.27,4.87,Spear Phishing,Email,Executives,Medium,80,Critical,Confirmed,User Report,3,1,0.871,Phishing
WEB-000460,2025-09-30,Germany,Europe,Retail,Large,Government,61,3,2,0,1,1,3,1,3,0,0,0,0,0,,3238,1337,107,4,6.44,99.0,3.92,1,0,1,1,377.0,390,7.91,1.0,8.57,1,66.0,1,1,0,0,0,0,0,0,30.0,27,1,0.57,0,0,0,3.02,0,0,5.0,0,0,0,1.56,0.0,0.0,0.29,0.65,0.54,Not Applicable,Not Applicable,Not Applicable,None,26,Low,Resolved,Third-party Vendor,8,0,0.15,Legitimate
WEB-000461,2024-01-18,China,Asia,Healthcare,Small,Customer,38,1,0,0,1,3,0,2,1,0,0,0,0,0,1.94,2689,1441,102,27,9.23,79.0,0.57,1,0,1,1,514.0,482,7.49,1.0,6.0,1,100.0,1,1,1,0,1,0,0,1,17.0,30,0,0.92,0,0,0,0.55,0,0,11.0,0,0,1,0.0,2.07,0.0,0.0,1.19,0.0,Not Applicable,Not Applicable,Not Applicable,None,33,Medium,False Positive,Automated System,2,0,0.328,Legitimate
WEB-000462,2023-12-16,United Kingdom,Europe,Retail,Small,Customer,57,3,4,0,0,3,1,1,2,0,0,0,0,0,,2662,1503,160,6,6.89,73.0,3.1,1,0,1,1,397.0,394,5.49,0.0,8.19,1,88.0,1,1,0,0,1,0,0,0,19.0,5,0,1.39,1,0,0,2.63,0,0,14.0,0,1,1,0.64,0.0,0.12,5.28,2.68,0.0,Not Applicable,Not Applicable,Not Applicable,None,12,Low,False Positive,Automated System,3,0,0.189,Legitimate
WEB-000463,2024-12-13,Singapore,Asia,Cryptocurrency,Medium,Business,36,2,2,2,0,3,10,4,3,0,0,0,0,0,3.22,2785,1268,443,19,10.0,89.0,1.3,1,0,1,1,36.0,5,8.86,1.0,6.94,1,100.0,1,1,0,0,1,0,0,0,19.0,24,0,0.0,0,0,0,1.17,0,0,17.0,0,0,0,0.0,0.0,1.75,2.43,0.0,2.87,Not Applicable,Not Applicable,Not Applicable,None,10,Low,False Positive,User Report,0,0,0.104,Legitimate
